severity,root_cause,recommended_action,uc,uc_full,cc,status,receiving,issue_type,message,expected,actual,url,view_by_key
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCI,University of California Irvine,Palomar College,fail,MATH 2B,flattened_or,sending options differ,"[['MATH 141 (4.00)'], ['MATH 141E (4.00)']]","[['MATH 141 (4.00)', 'MATH 141E (4.00)']]",https://assist.org/transfer/results?year=76&institution=56&agreement=120&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F56%2Fto%2F120%2FMajor%2F7752acca-2b16-46d0-fb90-08dda2ee8889,76/56/to/120/Major/7752acca-2b16-46d0-fb90-08dda2ee8889
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCI,University of California Irvine,Pasadena City College,fail,MATH 2B,flattened_or,sending options differ,"[['MATH 005B (5.00)'], ['MATH 005BE (5.50)'], ['MATH 005BH (5.00)']]","[['MATH 005B (5.00)', 'MATH 005BE (5.50)', 'MATH 005BH (5.00)']]",https://assist.org/transfer/results?year=76&institution=49&agreement=120&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F49%2Fto%2F120%2FMajor%2F7752acca-2b16-46d0-fb90-08dda2ee8889,76/49/to/120/Major/7752acca-2b16-46d0-fb90-08dda2ee8889
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCI,University of California Irvine,College of Marin,fail,MATH 3A,flattened_or,sending options differ,"[['MATH 116 (4.00)'], ['MATH 216 (5.00)']]","[['MATH 116 (4.00)', 'MATH 216 (5.00)']]",https://assist.org/transfer/results?year=76&institution=4&agreement=120&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F120%2FMajor%2F7752acca-2b16-46d0-fb90-08dda2ee8889,76/4/to/120/Major/7752acca-2b16-46d0-fb90-08dda2ee8889
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCI,University of California Irvine,Glendale Community College,fail,MATH 3A,flattened_or,sending options differ,"[['MATH 107 (5.00)'], ['MATH 107H (5.00)']]","[['MATH 107 (5.00)', 'MATH 107H (5.00)']]",https://assist.org/transfer/results?year=76&institution=43&agreement=120&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F43%2Fto%2F120%2FMajor%2F7752acca-2b16-46d0-fb90-08dda2ee8889,76/43/to/120/Major/7752acca-2b16-46d0-fb90-08dda2ee8889
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCI,University of California Irvine,Irvine Valley College,fail,MATH 3A,flattened_or,sending options differ,"[['MATH 26 (4.00)'], ['MATH 26H (4.00)']]","[['MATH 26 (4.00)', 'MATH 26H (4.00)']]",https://assist.org/transfer/results?year=76&institution=124&agreement=120&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F124%2Fto%2F120%2FMajor%2F7752acca-2b16-46d0-fb90-08dda2ee8889,76/124/to/120/Major/7752acca-2b16-46d0-fb90-08dda2ee8889
high,sending_grouping_mismatch,Inspect ASSIST row and fix exporter/parser grouping; this can change AND/OR meaning.,UCI,University of California Irvine,East Los Angeles College,fail,MATH 2A,sending_options_mismatch,sending options differ,"[['MATH 261 (5.00)'], ['MATH 261S (5.00)']]",[['MATH 261 (5.00)']],https://assist.org/transfer/results?year=76&institution=118&agreement=120&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F118%2Fto%2F120%2FMajor%2F7752acca-2b16-46d0-fb90-08dda2ee8889,76/118/to/120/Major/7752acca-2b16-46d0-fb90-08dda2ee8889
high,sending_grouping_mismatch,Inspect ASSIST row and fix exporter/parser grouping; this can change AND/OR meaning.,UCI,University of California Irvine,Shasta College,fail,MATH 2A,sending_options_mismatch,sending options differ,"[['MATH 3A (4.00)'], ['MATH 3AS (6.00)']]",[['MATH 3A (4.00)']],https://assist.org/transfer/results?year=76&institution=38&agreement=120&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F38%2Fto%2F120%2FMajor%2F7752acca-2b16-46d0-fb90-08dda2ee8889,76/38/to/120/Major/7752acca-2b16-46d0-fb90-08dda2ee8889
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,Crafton Hills College,fail,ENGCOMP 3,flattened_or,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL C1000H (4.00)']]","[['ENGL C1000 (4.00)', 'ENGL C1000H (4.00)']]",https://assist.org/transfer/results?year=76&institution=70&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F70%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/70/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,Santa Barbara City College,fail,ENGCOMP 3,flattened_or,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL C1000H (4.00)'], ['ENGL C1000E (4.00)']]","[['ENGL C1000 (4.00)', 'ENGL C1000H (4.00)', 'ENGL C1000E (4.00)']]",https://assist.org/transfer/results?year=76&institution=92&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F92%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/92/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,De Anza College,fail,MATH 31A,flattened_or,sending options differ,"[['MATH 1A (5.00)'], ['MATH 1AH (5.00)']]","[['MATH 1A (5.00)', 'MATH 1AH (5.00)']]",https://assist.org/transfer/results?year=76&institution=113&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/113/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,Los Angeles City College,fail,MATH 31A,flattened_or,sending options differ,"[['MATH 261 (5.00)'], ['MATH 261S (5.00)']]","[['MATH 261 (5.00)', 'MATH 261S (5.00)']]",https://assist.org/transfer/results?year=76&institution=3&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F3%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/3/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,Mission College,fail,MATH 31A,flattened_or,sending options differ,"[['MAT 003A (5.00)'], ['MAT 003AH (5.00)']]","[['MAT 003A (5.00)', 'MAT 003AH (5.00)']]",https://assist.org/transfer/results?year=76&institution=32&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F32%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/32/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,Palomar College,fail,MATH 31A,flattened_or,sending options differ,"[['MATH 140 (5.00)'], ['MATH 140E (5.00)']]","[['MATH 140 (5.00)', 'MATH 140E (5.00)']]",https://assist.org/transfer/results?year=76&institution=56&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F56%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/56/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,Saddleback College,fail,MATH 31A,flattened_or,sending options differ,"[['MATH 3A (5.00)'], ['MATH 3AH (5.00)']]","[['MATH 3A (5.00)', 'MATH 3AH (5.00)']]",https://assist.org/transfer/results?year=76&institution=65&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F65%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/65/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,Palomar College,fail,MATH 31B,flattened_or,sending options differ,"[['MATH 141 (4.00)'], ['MATH 141E (4.00)']]","[['MATH 141 (4.00)', 'MATH 141E (4.00)']]",https://assist.org/transfer/results?year=76&institution=56&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F56%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/56/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,De Anza College,fail,MATH 32A,flattened_or,sending options differ,"[['MATH 1C (5.00)'], ['MATH 1CH (5.00)']]","[['MATH 1C (5.00)', 'MATH 1CH (5.00)']]",https://assist.org/transfer/results?year=76&institution=113&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/113/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,De Anza College,fail,MATH 32B,flattened_or,sending options differ,"[['MATH 1D (5.00)'], ['MATH 1DH (5.00)']]","[['MATH 1D (5.00)', 'MATH 1DH (5.00)']]",https://assist.org/transfer/results?year=76&institution=113&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/113/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,De Anza College,fail,MATH 33A,flattened_or,sending options differ,"[['MATH 2B (5.00)'], ['MATH 2BH (5.00)']]","[['MATH 2B (5.00)', 'MATH 2BH (5.00)']]",https://assist.org/transfer/results?year=76&institution=113&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/113/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,De Anza College,fail,MATH 33B,flattened_or,sending options differ,"[['MATH 2A (5.00)'], ['MATH 2AH (5.00)']]","[['MATH 2A (5.00)', 'MATH 2AH (5.00)']]",https://assist.org/transfer/results?year=76&institution=113&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/113/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,De Anza College,fail,MATH 61,flattened_or,sending options differ,"[['MATH 22 (5.00)'], ['MATH 22H (5.00)']]","[['MATH 22 (5.00)', 'MATH 22H (5.00)']]",https://assist.org/transfer/results?year=76&institution=113&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/113/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,flattened_or,Fix exporter/parser so OR alternatives remain separate course groups; verify against ASSIST.,UCLA,University of California Los Angeles,Ventura College,fail,MATH 61,flattened_or,sending options differ,"[['CS V17 (3.00)'], ['MATH V52 (3.00)']]","[['CS V17 (3.00)', 'MATH V52 (3.00)']]",https://assist.org/transfer/results?year=76&institution=95&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F95%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/95/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,not_articulated_mismatch,Manually inspect ASSIST and current CSV; this can change whether a requirement is available.,UCLA,University of California Los Angeles,City College of San Francisco,fail,COM SCI 33,not_articulated_mismatch,sending options differ,[['CS 270 (4.00)']],[['Not Articulated']],https://assist.org/transfer/results?year=76&institution=33&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/33/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,not_articulated_mismatch,Manually inspect ASSIST and current CSV; this can change whether a requirement is available.,UCLA,University of California Los Angeles,Oxnard College,fail,COM SCI 33,not_articulated_mismatch,sending options differ,[['CS R142 (3.00)']],[['Not Articulated']],https://assist.org/transfer/results?year=76&institution=87&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F87%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/87/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,sending_grouping_mismatch,Inspect ASSIST row and fix exporter/parser grouping; this can change AND/OR meaning.,UCLA,University of California Los Angeles,Berkeley City College,fail,COM SCI 31,sending_options_mismatch,sending options differ,"[['CIS 25 (4.00)'], ['CIS 6 (5.00)']]","[['CIS 25 (4.00)', 'CIS 27 (4.00)'], ['CIS 6 (5.00)']]",https://assist.org/transfer/results?year=76&institution=58&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F58%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/58/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,sending_grouping_mismatch,Inspect ASSIST row and fix exporter/parser grouping; this can change AND/OR meaning.,UCLA,University of California Los Angeles,De Anza College,fail,COM SCI 31,sending_options_mismatch,sending options differ,"[['CIS 22B (4.50)'], ['CIS 22BH (4.50)'], ['CIS 29 (4.50)'], ['CIS 27 (4.50)']]","[['CIS 22B (4.50)', 'CIS 22BH (4.50)', 'CIS 29 (4.50)'], ['CIS 27 (4.50)']]",https://assist.org/transfer/results?year=76&institution=113&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/113/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,sending_grouping_mismatch,Inspect ASSIST row and fix exporter/parser grouping; this can change AND/OR meaning.,UCLA,University of California Los Angeles,City College of San Francisco,fail,COM SCI 32,sending_options_mismatch,sending options differ,"[['CS 110C (4.00)'], ['CS 110B (4.00)', 'CS 111C (4.00)'], ['CS 111C (4.00)']]","[['CS 110C (4.00)'], ['CS 111C (4.00)']]",https://assist.org/transfer/results?year=76&institution=33&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/33/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,sending_grouping_mismatch,Inspect ASSIST row and fix exporter/parser grouping; this can change AND/OR meaning.,UCLA,University of California Los Angeles,De Anza College,fail,COM SCI 32,sending_options_mismatch,sending options differ,"[['CIS 22C (4.50)'], ['CIS 22CH (4.50)'], ['CIS 22A (4.50)'], ['CIS 22B (4.50)'], ['CIS 22BH (4.50)'], ['CIS 27 (4.50)'], ['CIS 29 (4.50)']]","[['CIS 22C (4.50)', 'CIS 22CH (4.50)'], ['CIS 22A (4.50)', 'CIS 22B (4.50)', 'CIS 22BH (4.50)', 'CIS 27 (4.50)', 'CIS 29 (4.50)']]",https://assist.org/transfer/results?year=76&institution=113&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F113%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/113/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,sending_grouping_mismatch,Inspect ASSIST row and fix exporter/parser grouping; this can change AND/OR meaning.,UCLA,University of California Los Angeles,Cabrillo College,fail,ENGCOMP 3,sending_options_mismatch,sending options differ,"[['ENGL C1000 (3.00)'], ['ENGL C1000H (3.00)'], ['ESL 1A (3.00)']]","[['ENGL C1000 (3.00)', 'ENGL C1000H (3.00)'], ['ESL 1A (3.00)']]",https://assist.org/transfer/results?year=76&institution=41&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F41%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/41/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
high,sending_grouping_mismatch,Inspect ASSIST row and fix exporter/parser grouping; this can change AND/OR meaning.,UCLA,University of California Los Angeles,College of Marin,fail,ENGCOMP 3,sending_options_mismatch,sending options differ,"[['ENGL C1000 (4.00)'], ['ENGL 150SL (5.00)']]",[['ENGL C1000 (4.00)']],https://assist.org/transfer/results?year=76&institution=4&agreement=117&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F4%2Fto%2F117%2FMajor%2F3fc7b07d-4058-4a0a-1f72-08ddcb96df9e,76/4/to/117/Major/3fc7b07d-4058-4a0a-1f72-08ddcb96df9e
